CRASH_RECORD_ID,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,TRAFFIC_CONTROL_DEVICE_FACTORISED,DEVICE_CONDITION_FACTORISED
177,1/2/2024 15:45,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,11458,S,VINCENNES AVE,2212,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,5,12,41.68519505,-87.66760288,POINT (-87.667602880246 41.685195050574),0,0
178,1/2/2024 15:45,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,4788,W,BELMONT AVE,1731,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,5,12,41.93893599,-87.74681246,POINT (-87.74681246137 41.938935993169),0,0
179,1/2/2024 15:43,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,5956,S,CENTRAL AVE,812,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,4,7,12,41.78368314,-87.76209956,POINT (-87.762099556474 41.783683135347),1,1
180,1/2/2024 15:40,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,OTHER,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500","VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",NOT APPLICABLE,3531,N,BROADWAY,1925,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,1,12,41.94638465,-87.64652486,POINT (-87.646524863347 41.946384651554),0,0
181,1/2/2024 15:40,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,REAR END,NOT DIVIDED,0,"CURVE, LEVEL",UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",FOLLOWING TOO CLOSELY,NOT APPLICABLE,1250,W,DIVISION ST,1433,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,5,12,41.90359031,-87.65921321,POINT (-87.659213209195 41.903590314092),3,3
182,1/2/2024 15:30,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,0,1,0,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,5420,S,LAKE PARK AVE,234,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,5,12,41.79741568,-87.58740345,POINT (-87.587403446131 41.797415679564),0,0
183,1/2/2024 15:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,1,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,739,S,CALIFORNIA AVE,1135,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,5,12,41.87173903,-87.69589481,POINT (-87.695894813325 41.87173902571),0,0
184,1/2/2024 15:30,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,5728,W,BRYN MAWR AVE,1622,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,5,12,41.9830358,-87.77191782,POINT (-87.771917814606 41.983035797063),4,1
185,1/2/2024 15:29,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ALLEY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7814,S,YATES BLVD,414,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,6,12,41.75305821,-87.56640336,POINT (-87.566403361714 41.753058205238),0,0
186,1/2/2024 15:20,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,1,"$501 - $1,500",IMPROPER LANE USAGE,NOT APPLICABLE,700,N,MICHIGAN AVE,1834,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,5,12,41.89497951,-87.62439997,POINT (-87.624399970455 41.8949795111),1,1
187,1/2/2024 15:12,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,1,0,0,"OVER $1,500",DISTRACTION - FROM INSIDE VEHICLE,NOT APPLICABLE,4800,N,MARINE DR,2024,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,12,5,12,41.9691991,-87.64979282,POINT (-87.649792819803 41.96919909557),1,1
188,1/2/2024 15:01,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,UNKNOWN,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,1,"$501 - $1,500",UNABLE TO DETERMINE,FOLLOWING TOO CLOSELY,1600,E,79TH ST,411,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,6,12,41.75161152,-87.58559228,POINT (-87.585592284288 41.751611523273),1,1
189,1/2/2024 15:00,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,1,0,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3101,W,TOUHY AVE,2411,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,15,7,12,42.0117963,-87.70693247,POINT (-87.706932473103 42.011796300611),0,0
190,1/2/2024 14:50,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,1524,S,WESTERN AVE,1023,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,5,12,41.86031006,-87.68600674,POINT (-87.686006737529 41.860310063594),0,0
191,1/2/2024 14:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,UNABLE TO DETERMINE,4727,W,FOSTER AVE,1712,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,16,6,12,41.9752429,-87.74692542,POINT (-87.746925424373 41.975242902488),1,1
192,1/2/2024 14:42,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,1,0,1,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,4000,W,79TH ST,834,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,6,12,41.74967936,-87.72197835,POINT (-87.721978345242 41.749679358835),1,1
193,1/2/2024 14:40,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAWN,REAR END,DIVIDED - W/MEDIAN BARRIER,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",FOLLOWING TOO CLOSELY,NOT APPLICABLE,330,S,ASHLAND AVE,1231,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,6,12,41.87665808,-87.66681716,POINT (-87.666817155863 41.876658076442),1,1
194,1/2/2024 14:32,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1155,W,ARMITAGE AVE,1811,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,5,12,41.91793456,-87.65753477,POINT (-87.657534770441 41.917934561283),0,0
195,1/2/2024 14:22,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,1,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,7654,S,MORGAN ST,612,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,1,7,12,41.75441221,-87.64913983,POINT (-87.64913982989 41.754412211486),4,1
196,1/2/2024 14:12,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,1,0,0,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,431,S,CLINTON ST,121,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,12,41.87587602,-87.64085057,POINT (-87.640850574494 41.875876014714),4,1
197,1/2/2024 14:04,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,REAR END,DIVIDED - W/MEDIAN BARRIER,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,2056,N,KEDZIE AVE,1413,3,NO INDICATION OF INJURY,0,0,0,0,0,4,0,16,6,12,41.91906583,-87.70717552,POINT (-87.70717552426 41.919065828738),0,0
198,1/2/2024 14:00,20,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,2402,W,ADDISON ST,1921,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,7,12,41.94683925,-87.68839811,POINT (-87.68839811169 41.946839250903),1,1
199,1/2/2024 14:00,30,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,REAR END,NOT DIVIDED,0,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,1596,N,KINGSBURY ST,1822,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,5,12,41.91066083,-87.65411567,POINT (-87.654115667569 41.910660831029),3,3
200,1/2/2024 13:46,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,FAILING TO REDUCE SPEED TO AVOID CRASH,11116,S,HOMAN AVE,2211,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,5,12,41.69095729,-87.70582488,POINT (-87.705824880071 41.690957292697),0,0
201,1/2/2024 13:45,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,0,STRAIGHT ON GRADE,DRY,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,1,0,0,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,7499,S,STEWART AVE,731,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,15,7,12,41.75817138,-87.63434176,POINT (-87.634341763371 41.758171380238),4,1
202,1/2/2024 13:40,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,1,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,6601,N,WESTERN AVE,2412,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,7,12,42.00146069,-87.68983191,POINT (-87.689831904945 42.001460693303),0,0
203,1/2/2024 13:40,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,1,0,0,"OVER $1,500",DISREGARDING TRAFFIC SIGNALS,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",2400,S,WABASH AVE,131,2,NONINCAPACITATING INJURY,1,0,0,1,0,2,0,21,5,12,41.84920748,-87.62556151,POINT (-87.6255615115 41.849207480559),1,1
204,1/2/2024 13:35,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,1717,W,95TH ST,2213,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,12,41.7210636,-87.66552042,POINT (-87.665520418308 41.721063603001),0,0
205,1/2/2024 13:35,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PEDESTRIAN,OTHER,0,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,1,0,1,$500 OR LESS,FAILING TO YIELD RIGHT-OF-WAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1959,S,DAMEN AVE,1234,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,8,2,12,41.85495401,-87.67577453,POINT (-87.67577452672 41.854954006873),4,1
206,1/2/2024 13:30,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",IMPROPER TURNING/NO SIGNAL,IMPROPER TURNING/NO SIGNAL,423,W,47TH ST,935,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,4,12,41.8089171,-87.63695017,POINT (-87.636950172407 41.808917099136),0,0
207,1/2/2024 13:20,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,7400,S,JEFFERY BLVD,333,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,7,12,41.76062594,-87.57632659,POINT (-87.57632659035 41.760625940278),4,1
208,1/2/2024 13:20,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT ON GRADE,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"$501 - $1,500",IMPROPER OVERTAKING/PASSING,UNABLE TO DETERMINE,5600,W,BELMONT AVE,1633,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,5,12,41.93868378,-87.76656249,POINT (-87.766562493845 41.938683774757),4,1
209,1/2/2024 13:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,$500 OR LESS,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3016,W,31ST ST,1033,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,11,5,12,41.83742041,-87.70066044,POINT (-87.700660435014 41.837420412129),0,0
210,1/2/2024 13:00,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,519,W,GRAND AVE,1214,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,12,41.89129014,-87.64133471,POINT (-87.641334709896 41.891290144328),0,0
211,1/2/2024 12:56,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,REAR END,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"$501 - $1,500",IMPROPER BACKING,NOT APPLICABLE,120,E,87TH ST,632,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,5,12,41.73653283,-87.62000409,POINT (-87.62000409042 41.736532831159),1,1
212,1/2/2024 12:30,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,PARKING LOT,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,2731,N,ELSTON AVE,1432,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,7,12,41.93126646,-87.68627205,POINT (-87.6862720477 41.931266454777),0,0
213,1/2/2024 12:25,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,T-INTERSECTION,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,FAILING TO REDUCE SPEED TO AVOID CRASH,2900,W,BELMONT AVE,1733,3,NO INDICATION OF INJURY,0,0,0,0,0,3,0,14,7,12,41.93948558,-87.70034094,POINT (-87.700340942941 41.939485579188),4,1
214,1/2/2024 12:25,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",IMPROPER TURNING/NO SIGNAL,IMPROPER LANE USAGE,6554,S,STONY ISLAND AVE,321,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,5,12,41.77539648,-87.58643794,POINT (-87.586437938897 41.775396475186),0,0
215,1/2/2024 12:20,40,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1630,N,LAKE SHORE DR SB,1814,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,1,12,41.91231487,-87.62629805,POINT (-87.626298048272 41.912314868929),0,0
216,1/2/2024 12:19,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,1806,N,SHEFFIELD AVE,1811,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,9,5,12,41.91399641,-87.65336963,POINT (-87.653369632147 41.913996409888),0,0
217,1/2/2024 12:12,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,OTHER,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",DISREGARDING STOP SIGN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,5400,S,CALIFORNIA AVE,923,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,18,5,12,41.79542276,-87.69399236,POINT (-87.693992356462 41.795422759814),4,1
218,1/2/2024 12:09,30,UNKNOWN,UNKNOWN,UNKNOWN,DAYLIGHT,OTHER OBJECT,NOT DIVIDED,0,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,70,E,PERSHING RD,213,1,INCAPACITATING INJURY,1,0,1,0,0,0,0,8,5,12,41.82385786,-87.62376093,POINT (-87.623760927012 41.823857855127),3,3
219,1/2/2024 12:08,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,0,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",IMPROPER LANE USAGE,NOT APPLICABLE,531,W,ADAMS ST,121,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,10,5,12,41.87918365,-87.64103045,POINT (-87.641030445845 41.879183645039),0,0
220,1/2/2024 12:00,20,UNKNOWN,UNKNOWN,CLEAR,DUSK,REAR TO REAR,UNKNOWN,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,0,1,0,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3900,S,WALLACE ST,925,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,7,12,41.82343237,-87.64120789,POINT (-87.641207888873 41.823432370008),3,3
221,1/2/2024 12:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,7600,S,SOUTH SHORE DR,421,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,5,12,41.75871218,-87.55546796,POINT (-87.55546795831 41.758712174742),0,0
222,1/2/2024 12:00,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,REAR END,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",FOLLOWING TOO CLOSELY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2654,N,WESTERN AVE,1411,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,5,12,41.9303003,-87.68798571,POINT (-87.687985705109 41.930300304438),0,0
223,1/2/2024 12:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,6051,W,PETERSON AVE,1622,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,5,12,41.9900857,-87.77978988,POINT (-87.779789874846 41.990085703214),0,0
224,1/2/2024 12:00,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,4326,W,GLADYS AVE,1131,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,6,12,41.8761824,-87.7339799,POINT (-87.733979897423 41.876182397013),0,0
225,1/2/2024 11:58,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,10516,S,WESTERN AVE,2211,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,19,5,12,41.70218656,-87.68163354,POINT (-87.68163353849 41.702186564067),0,0
226,1/2/2024 11:55,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT ON GRADE,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,1,$500 OR LESS,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,6725,S,JEFFERY BLVD,331,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,11,6,12,41.77268668,-87.57632814,POINT (-87.576328144418 41.772686674997),1,1
227,1/2/2024 11:52,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,1220,N,LA SALLE DR,1821,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,17,6,12,41.90451436,-87.63308972,POINT (-87.63308972065 41.904514361232),0,0
